==============================================================================
전략 고정번호 적중 목록 — 21~1235회 (맞은 것만)
==============================================================================
각 회차 직전 20회 데이터로 고정번호 후보를 재현하고, 그 회차 실제 당첨번호와 대조
🎲합계정밀·🤫분배회피는 고정번호가 없는 전략이라 대상에서 제외

    회차 |     날짜     |     맞은 번호 | 그 번호를 집은 전략
   540 | 2013-04-06 |        12 | 🎯보너스추적
   540 | 2013-04-06 |        36 | ✨최약끝수
   539 | 2013-03-30 |        19 | 🚀미출현폭탄
   539 | 2013-03-30 |        31 | 🔁이월수
   538 | 2013-03-23 |         6 | ✨최약끝수
   538 | 2013-03-23 |        34 | 🎯보너스추적
   537 | 2013-03-16 |        12 | 🎯보너스추적
   537 | 2013-03-16 |        23 | 🔄휴식회귀
   537 | 2013-03-16 |        26 | ✨최약끝수
   537 | 2013-03-16 |        36 | ✨최약끝수
   537 | 2013-03-16 |        43 | 🔁이월수
   536 | 2013-03-09 |        18 | 🔁이월수
   536 | 2013-03-09 |        32 | 🎯보너스추적
   534 | 2013-02-23 |        26 | ✨최약끝수
   534 | 2013-02-23 |        38 | 🔄휴식회귀
   533 | 2013-02-16 |        17 | 🔁이월수
   532 | 2013-02-09 |        16 | ✨최약끝수
   531 | 2013-02-02 |        27 | 🔁이월수
   530 | 2013-01-26 |        16 | ✨최약끝수
   530 | 2013-01-26 |        23 | 🔄휴식회귀
   530 | 2013-01-26 |        27 | 🔁이월수
   529 | 2013-01-19 |        24 | 🚀미출현폭탄
   529 | 2013-01-19 |        31 | 🎯보너스추적, 🔁이월수
   528 | 2013-01-12 |         5 | 🔄휴식회귀
   528 | 2013-01-12 |        31 | 🎯보너스추적
   528 | 2013-01-12 |        40 | ✨최약끝수
   527 | 2013-01-05 |        12 | 🔄휴식회귀
   527 | 2013-01-05 |        22 | 🎯보너스추적
   526 | 2012-12-29 |         7 | 🎯보너스추적
   526 | 2012-12-29 |        17 | 🚀미출현폭탄
   526 | 2012-12-29 |        20 | ✨최약끝수
   526 | 2012-12-29 |        39 | 🔁이월수
   525 | 2012-12-22 |        11 | 🎯보너스추적, 🔁이월수
   525 | 2012-12-22 |        23 | 🔄휴식회귀
   525 | 2012-12-22 |        26 | ✨최약끝수
   525 | 2012-12-22 |        29 | 🔁이월수
   524 | 2012-12-15 |        10 | 🚀미출현폭탄
   524 | 2012-12-15 |        11 | 🎯보너스추적
   524 | 2012-12-15 |        29 | ✨최약끝수
   524 | 2012-12-15 |        38 | 🔁이월수
   524 | 2012-12-15 |        45 | 🔁이월수
   523 | 2012-12-08 |         1 | 🎯보너스추적
   523 | 2012-12-08 |         4 | 🔁이월수
   523 | 2012-12-08 |        37 | 🔁이월수
   522 | 2012-12-01 |         5 | 🔄휴식회귀
   521 | 2012-11-24 |         3 | 🎯보너스추적
   521 | 2012-11-24 |        18 | 🚀미출현폭탄
   521 | 2012-11-24 |        29 | ✨최약끝수
   520 | 2012-11-17 |        22 | 🔄휴식회귀
   519 | 2012-11-10 |         6 | 🎯보너스추적
   519 | 2012-11-10 |         8 | ✨최약끝수
   519 | 2012-11-10 |        16 | 🚀미출현폭탄
   519 | 2012-11-10 |        30 | 🎯보너스추적, 🔁이월수
   518 | 2012-11-03 |        30 | 🎯보너스추적
   518 | 2012-11-03 |        38 | ✨최약끝수
   517 | 2012-10-27 |         9 | 🎯보너스추적
   517 | 2012-10-27 |        28 | ✨최약끝수
   517 | 2012-10-27 |        41 | 🔁이월수
   516 | 2012-10-20 |         2 | 🔁이월수
   516 | 2012-10-20 |         8 | 🎯보너스추적, ✨최약끝수
   516 | 2012-10-20 |        23 | 🔁이월수
   515 | 2012-10-13 |         2 | 🚀미출현폭탄
   515 | 2012-10-13 |        12 | 🎯보너스추적
   515 | 2012-10-13 |        15 | 🔁이월수
   514 | 2012-10-06 |         1 | 🎯보너스추적
   514 | 2012-10-06 |        20 | 🔄휴식회귀
   513 | 2012-09-29 |         5 | 🔁이월수
   513 | 2012-09-29 |         8 | ✨최약끝수
   513 | 2012-09-29 |        27 | 🔁이월수
   512 | 2012-09-22 |         4 | 🔄휴식회귀
   512 | 2012-09-22 |        26 | 🔁이월수
   511 | 2012-09-15 |        42 | 🎯보너스추적
   510 | 2012-09-08 |        12 | 🔁이월수
   510 | 2012-09-08 |        29 | 🔁이월수
   509 | 2012-09-01 |        35 | 🔁이월수
   509 | 2012-09-01 |        43 | 🔁이월수
   508 | 2012-08-25 |        27 | 🔄휴식회귀
   508 | 2012-08-25 |        31 | 🎯보너스추적
   507 | 2012-08-18 |        40 | 🎯보너스추적
   506 | 2012-08-11 |         9 | 🚀미출현폭탄, ✨최약끝수
   506 | 2012-08-11 |        11 | 🚀미출현폭탄
   506 | 2012-08-11 |        22 | 🔁이월수
   505 | 2012-08-04 |        20 | 🔄휴식회귀
   505 | 2012-08-04 |        22 | 🔁이월수
   505 | 2012-08-04 |        40 | 🎯보너스추적
   504 | 2012-07-28 |        26 | 🎯보너스추적
   503 | 2012-07-21 |        34 | 🔁이월수
   503 | 2012-07-21 |        36 | 🔄휴식회귀
   502 | 2012-07-14 |         6 | 🚀미출현폭탄
   502 | 2012-07-14 |        22 | 🔄휴식회귀
   501 | 2012-07-07 |         4 | 🔁이월수
   500 | 2012-06-30 |         3 | 🎯보너스추적
   500 | 2012-06-30 |        20 | 🔁이월수
   498 | 2012-06-16 |        13 | 🎯보너스추적
   498 | 2012-06-16 |        24 | 🔁이월수
   498 | 2012-06-16 |        39 | 🎯보너스추적
   497 | 2012-06-09 |        20 | 🔁이월수
   496 | 2012-06-02 |         4 | 🔁이월수
   496 | 2012-06-02 |        13 | 🔁이월수
   496 | 2012-06-02 |        36 | ✨최약끝수
   495 | 2012-05-26 |         4 | ✨최약끝수
   495 | 2012-05-26 |        22 | 🎯보너스추적
   495 | 2012-05-26 |        34 | ✨최약끝수
   495 | 2012-05-26 |        44 | ✨최약끝수
   493 | 2012-05-12 |        22 | 🔁이월수
   493 | 2012-05-12 |        26 | ✨최약끝수
   493 | 2012-05-12 |        36 | ✨최약끝수
   493 | 2012-05-12 |        37 | 🔁이월수
   492 | 2012-05-05 |        35 | 🔁이월수
   491 | 2012-04-28 |        42 | 🎯보너스추적, 🚀미출현폭탄
   490 | 2012-04-21 |         2 | 🔁이월수
   490 | 2012-04-21 |         7 | 🚀미출현폭탄
   490 | 2012-04-21 |        29 | 🔄휴식회귀
   489 | 2012-04-14 |         2 | 🔁이월수
   489 | 2012-04-14 |         8 | 🔁이월수
   489 | 2012-04-14 |        20 | ✨최약끝수
   488 | 2012-04-07 |         8 | 🔁이월수
   488 | 2012-04-07 |        30 | ✨최약끝수
   487 | 2012-03-31 |        25 | 🔁이월수
   487 | 2012-03-31 |        37 | 🔄휴식회귀
   486 | 2012-03-24 |        40 | ✨최약끝수
   485 | 2012-03-17 |        26 | ✨최약끝수
   485 | 2012-03-17 |        27 | 🔁이월수
   485 | 2012-03-17 |        36 | ✨최약끝수
   484 | 2012-03-10 |        27 | ✨최약끝수
   484 | 2012-03-10 |        28 | 🔁이월수
   483 | 2012-03-03 |        19 | 🚀미출현폭탄
   482 | 2012-02-25 |        16 | 🎯보너스추적, ✨최약끝수
   482 | 2012-02-25 |        24 | 🎯보너스추적
   481 | 2012-02-18 |         3 | 🔁이월수
   480 | 2012-02-11 |         5 | 🚀미출현폭탄
   480 | 2012-02-11 |        10 | ✨최약끝수
   480 | 2012-02-11 |        30 | ✨최약끝수
   480 | 2012-02-11 |        31 | 🔄휴식회귀
   479 | 2012-02-04 |         8 | 🎯보너스추적, 🔄휴식회귀
   479 | 2012-02-04 |        27 | 🎯보너스추적, ✨최약끝수
   478 | 2012-01-28 |        29 | 🔁이월수
   478 | 2012-01-28 |        37 | 🎯보너스추적, ✨최약끝수
   477 | 2012-01-21 |        25 | ✨최약끝수
   477 | 2012-01-21 |        45 | ✨최약끝수
   476 | 2012-01-14 |         9 | 🔁이월수
   476 | 2012-01-14 |        15 | ✨최약끝수
   476 | 2012-01-14 |        37 | 🔄휴식회귀
   475 | 2012-01-07 |         9 | ✨최약끝수
   475 | 2012-01-07 |        29 | ✨최약끝수
   474 | 2011-12-31 |         4 | 🔄휴식회귀
   474 | 2011-12-31 |        13 | 🔁이월수
   473 | 2011-12-24 |         8 | 🔄휴식회귀
   473 | 2011-12-24 |        36 | 🔁이월수
   472 | 2011-12-17 |        43 | 🎯보너스추적
   471 | 2011-12-10 |        29 | ✨최약끝수
   471 | 2011-12-10 |        39 | 🔁이월수, ✨최약끝수
   471 | 2011-12-10 |        41 | 🔁이월수
   470 | 2011-12-03 |        16 | 🚀미출현폭탄
   470 | 2011-12-03 |        39 | 🎯보너스추적, 🚀미출현폭탄, ✨최약끝수
   469 | 2011-11-26 |        37 | 🔁이월수
   467 | 2011-11-12 |        40 | 🔄휴식회귀
   466 | 2011-11-05 |         4 | 🎯보너스추적
   466 | 2011-11-05 |        10 | 🔄휴식회귀
   466 | 2011-11-05 |        13 | 🔁이월수
   465 | 2011-10-29 |         8 | 🔄휴식회귀
   465 | 2011-10-29 |        22 | 🚀미출현폭탄
   464 | 2011-10-22 |        12 | 🔄휴식회귀
   464 | 2011-10-22 |        34 | 🔁이월수
   464 | 2011-10-22 |        44 | 🔁이월수
   463 | 2011-10-15 |        23 | 🔄휴식회귀
   463 | 2011-10-15 |        29 | ✨최약끝수
   462 | 2011-10-08 |        20 | 🔄휴식회귀
   462 | 2011-10-08 |        37 | 🔁이월수
   461 | 2011-10-01 |        11 | 🔁이월수
   461 | 2011-10-01 |        18 | 🎯보너스추적
   460 | 2011-09-24 |        30 | 🔄휴식회귀
   459 | 2011-09-17 |         4 | 🔁이월수
   459 | 2011-09-17 |        10 | 🔁이월수
   459 | 2011-09-17 |        40 | 🔁이월수
   458 | 2011-09-10 |         9 | ✨최약끝수
   458 | 2011-09-10 |        10 | 🔁이월수
   458 | 2011-09-10 |        40 | 🔁이월수
   457 | 2011-09-03 |        10 | 🎯보너스추적, 🔄휴식회귀
   457 | 2011-09-03 |        18 | 🔁이월수
   457 | 2011-09-03 |        23 | 🔁이월수
   457 | 2011-09-03 |        27 | 🔁이월수
   456 | 2011-08-27 |         7 | ✨최약끝수
   456 | 2011-08-27 |        27 | ✨최약끝수
   455 | 2011-08-20 |        26 | 🔄휴식회귀
   455 | 2011-08-20 |        30 | 🎯보너스추적
   455 | 2011-08-20 |        35 | 🔄휴식회귀
   454 | 2011-08-13 |        13 | 🔄휴식회귀
   454 | 2011-08-13 |        27 | 🎯보너스추적, ✨최약끝수
   454 | 2011-08-13 |        38 | 🔁이월수
   453 | 2011-08-06 |        12 | ✨최약끝수
   453 | 2011-08-06 |        33 | 🔄휴식회귀
   453 | 2011-08-06 |        42 | 🚀미출현폭탄, ✨최약끝수
   452 | 2011-07-30 |        18 | 🚀미출현폭탄
   452 | 2011-07-30 |        30 | 🔁이월수
   452 | 2011-07-30 |        32 | 🚀미출현폭탄, ✨최약끝수
   451 | 2011-07-23 |        12 | ✨최약끝수
   451 | 2011-07-23 |        15 | 🚀미출현폭탄
   451 | 2011-07-23 |        38 | 🔄휴식회귀
   450 | 2011-07-16 |         6 | 🎯보너스추적
   449 | 2011-07-09 |         3 | 🔁이월수
   448 | 2011-07-02 |         3 | 🔄휴식회귀
   448 | 2011-07-02 |         7 | 🔁이월수, ✨최약끝수
   448 | 2011-07-02 |        27 | ✨최약끝수
   447 | 2011-06-25 |         7 | ✨최약끝수
   447 | 2011-06-25 |        17 | 🎯보너스추적, ✨최약끝수
   446 | 2011-06-18 |        12 | ✨최약끝수
   446 | 2011-06-18 |        14 | 🎯보너스추적
   445 | 2011-06-11 |        13 | 🔁이월수
   445 | 2011-06-11 |        21 | 🚀미출현폭탄, ✨최약끝수
   445 | 2011-06-11 |        45 | 🔁이월수
   442 | 2011-05-21 |        25 | 🎯보너스추적
   442 | 2011-05-21 |        27 | 🔄휴식회귀
   441 | 2011-05-14 |        28 | 🔁이월수
   441 | 2011-05-14 |        34 | 🔁이월수
   441 | 2011-05-14 |        35 | ✨최약끝수
   440 | 2011-05-07 |        22 | ✨최약끝수
   440 | 2011-05-07 |        28 | 🔄휴식회귀
   440 | 2011-05-07 |        36 | 🚀미출현폭탄
   439 | 2011-04-30 |        20 | 🔁이월수
   438 | 2011-04-23 |        12 | ✨최약끝수
   438 | 2011-04-23 |        29 | 🔁이월수
   438 | 2011-04-23 |        38 | 🔁이월수
   437 | 2011-04-16 |        11 | 🔄휴식회귀
   437 | 2011-04-16 |        41 | 🚀미출현폭탄
   436 | 2011-04-09 |        22 | 🔄휴식회귀, ✨최약끝수
   436 | 2011-04-09 |        34 | 🔄휴식회귀
   435 | 2011-04-02 |        26 | 🔄휴식회귀
   434 | 2011-03-26 |        33 | 🎯보너스추적, 🔁이월수
   433 | 2011-03-19 |        19 | ✨최약끝수
   433 | 2011-03-19 |        29 | ✨최약끝수
   433 | 2011-03-19 |        33 | 🎯보너스추적
   433 | 2011-03-19 |        35 | 🚀미출현폭탄
   432 | 2011-03-12 |        11 | 🔄휴식회귀
   432 | 2011-03-12 |        39 | ✨최약끝수
   431 | 2011-03-05 |        18 | 🔁이월수
   431 | 2011-03-05 |        25 | 🚀미출현폭탄, ✨최약끝수
   431 | 2011-03-05 |        45 | ✨최약끝수
   430 | 2011-02-26 |         3 | 🔁이월수
   430 | 2011-02-26 |        16 | 🎯보너스추적
   430 | 2011-02-26 |        34 | 🔁이월수
   429 | 2011-02-19 |         3 | ✨최약끝수
   429 | 2011-02-19 |        23 | ✨최약끝수
   429 | 2011-02-19 |        34 | 🔄휴식회귀
   428 | 2011-02-12 |        12 | 🚀미출현폭탄
   428 | 2011-02-12 |        16 | 🚀미출현폭탄
   428 | 2011-02-12 |        19 | 🎯보너스추적
   428 | 2011-02-12 |        22 | 🔄휴식회귀
   428 | 2011-02-12 |        40 | 🔄휴식회귀
   427 | 2011-02-05 |         6 | 🔄휴식회귀
   427 | 2011-02-05 |        30 | 🎯보너스추적
   426 | 2011-01-29 |        27 | 🔁이월수
   426 | 2011-01-29 |        43 | ✨최약끝수
   425 | 2011-01-22 |        10 | 🔁이월수
   425 | 2011-01-22 |        33 | 🚀미출현폭탄, ✨최약끝수
   425 | 2011-01-22 |        38 | 🚀미출현폭탄
   423 | 2011-01-08 |        27 | 🎯보너스추적
   423 | 2011-01-08 |        28 | ✨최약끝수
   423 | 2011-01-08 |        40 | 🔄휴식회귀
   422 | 2011-01-01 |         8 | ✨최약끝수
   422 | 2011-01-01 |        44 | 🔁이월수
   421 | 2010-12-25 |         6 | 🔄휴식회귀
   421 | 2010-12-25 |        27 | 🎯보너스추적
   421 | 2010-12-25 |        28 | ✨최약끝수
   420 | 2010-12-18 |         9 | 🔄휴식회귀
   420 | 2010-12-18 |        29 | 🚀미출현폭탄
   420 | 2010-12-18 |        31 | 🎯보너스추적
   419 | 2010-12-11 |         2 | 🔄휴식회귀
   419 | 2010-12-11 |        11 | 🔁이월수
   419 | 2010-12-11 |        13 | 🔁이월수
   419 | 2010-12-11 |        28 | 🔁이월수, ✨최약끝수
   418 | 2010-12-04 |        28 | ✨최약끝수
   417 | 2010-11-27 |         5 | 🔁이월수
   417 | 2010-11-27 |        22 | 🔁이월수
   417 | 2010-11-27 |        43 | 🎯보너스추적
   416 | 2010-11-20 |         8 | 🚀미출현폭탄, ✨최약끝수
   416 | 2010-11-20 |        26 | 🔁이월수
   415 | 2010-11-13 |        20 | 🔄휴식회귀
   415 | 2010-11-13 |        40 | 🎯보너스추적
   414 | 2010-11-06 |         2 | 🔁이월수
   414 | 2010-11-06 |        15 | 🔁이월수
   414 | 2010-11-06 |        23 | 🔁이월수
   413 | 2010-10-30 |        40 | 🎯보너스추적
   412 | 2010-10-23 |         4 | 🚀미출현폭탄
   412 | 2010-10-23 |        39 | 🔁이월수
   410 | 2010-10-09 |         1 | 🎯보너스추적, 🔄휴식회귀
   410 | 2010-10-09 |         3 | ✨최약끝수
   410 | 2010-10-09 |        32 | 🔁이월수
   410 | 2010-10-09 |        40 | 🔁이월수
   409 | 2010-10-02 |         9 | 🔁이월수, ✨최약끝수
   409 | 2010-10-02 |        21 | 🔁이월수
   409 | 2010-10-02 |        32 | 🚀미출현폭탄
   409 | 2010-10-02 |        40 | 🔄휴식회귀
   408 | 2010-09-25 |         9 | 🔄휴식회귀
   408 | 2010-09-25 |        22 | 🔄휴식회귀
   408 | 2010-09-25 |        30 | 🚀미출현폭탄
   407 | 2010-09-18 |         7 | 🔁이월수
   407 | 2010-09-18 |        24 | 🔁이월수, ✨최약끝수
   406 | 2010-09-11 |        36 | 🎯보너스추적, ✨최약끝수
   405 | 2010-09-04 |         1 | 🔄휴식회귀
   405 | 2010-09-04 |        26 | 🎯보너스추적, ✨최약끝수
   404 | 2010-08-28 |         5 | ✨최약끝수
   404 | 2010-08-28 |        20 | 🔄휴식회귀
   404 | 2010-08-28 |        24 | 🔁이월수
   404 | 2010-08-28 |        40 | 🔄휴식회귀
   403 | 2010-08-21 |        14 | 🚀미출현폭탄, ✨최약끝수
   403 | 2010-08-21 |        22 | 🔁이월수
   403 | 2010-08-21 |        24 | ✨최약끝수
   403 | 2010-08-21 |        28 | 🔄휴식회귀
   402 | 2010-08-14 |         5 | 🚀미출현폭탄, ✨최약끝수
   402 | 2010-08-14 |         9 | 🎯보너스추적
   402 | 2010-08-14 |        15 | ✨최약끝수
   402 | 2010-08-14 |        22 | 🔄휴식회귀
   401 | 2010-08-07 |         6 | 🚀미출현폭탄, ✨최약끝수
   401 | 2010-08-07 |        43 | 🔁이월수
   400 | 2010-07-31 |         9 | 🔁이월수
   400 | 2010-07-31 |        34 | ✨최약끝수
   399 | 2010-07-24 |         1 | 🔄휴식회귀
   399 | 2010-07-24 |        42 | 🔁이월수
   398 | 2010-07-17 |        10 | 🔄휴식회귀
   398 | 2010-07-17 |        23 | ✨최약끝수
   398 | 2010-07-17 |        44 | 🚀미출현폭탄
   397 | 2010-07-10 |        13 | ✨최약끝수
   397 | 2010-07-10 |        33 | ✨최약끝수
   396 | 2010-07-03 |        20 | 🔁이월수
   396 | 2010-07-03 |        31 | 🔁이월수
   395 | 2010-06-26 |        15 | 🎯보너스추적
   395 | 2010-06-26 |        20 | 🔁이월수
   395 | 2010-06-26 |        31 | 🔄휴식회귀
   394 | 2010-06-19 |        13 | ✨최약끝수
   394 | 2010-06-19 |        28 | 🔁이월수
   393 | 2010-06-12 |        41 | 🚀미출현폭탄
   393 | 2010-06-12 |        43 | 🎯보너스추적, ✨최약끝수
   392 | 2010-06-05 |         3 | 🎯보너스추적, 🚀미출현폭탄, ✨최약끝수
   391 | 2010-05-29 |        10 | 🔄휴식회귀
   391 | 2010-05-29 |        22 | 🔄휴식회귀
   391 | 2010-05-29 |        28 | 🔁이월수
   391 | 2010-05-29 |        39 | 🔁이월수
   390 | 2010-05-22 |        16 | 🔁이월수
   389 | 2010-05-15 |        20 | 🎯보너스추적
   389 | 2010-05-15 |        23 | 🚀미출현폭탄, ✨최약끝수
   389 | 2010-05-15 |        26 | 🎯보너스추적
   388 | 2010-05-08 |         1 | 🔁이월수
   388 | 2010-05-08 |         9 | 🎯보너스추적
   387 | 2010-05-01 |        26 | 🎯보너스추적
   387 | 2010-05-01 |        31 | 🔁이월수
   387 | 2010-05-01 |        40 | 🔁이월수
   387 | 2010-05-01 |        43 | ✨최약끝수
   386 | 2010-04-24 |         7 | 🎯보너스추적, 🔁이월수
   386 | 2010-04-24 |        19 | 🔁이월수
   385 | 2010-04-17 |         7 | 🎯보너스추적
   385 | 2010-04-17 |        19 | 🎯보너스추적
   385 | 2010-04-17 |        32 | 🔁이월수
   384 | 2010-04-10 |        11 | 🎯보너스추적, 🔄휴식회귀
   384 | 2010-04-10 |        38 | 🚀미출현폭탄
   383 | 2010-04-03 |        15 | 🔁이월수
   383 | 2010-04-03 |        33 | 🚀미출현폭탄, ✨최약끝수
   382 | 2010-03-27 |        10 | 🔁이월수
   382 | 2010-03-27 |        15 | 🔄휴식회귀
   382 | 2010-03-27 |        27 | 🎯보너스추적
   381 | 2010-03-20 |         1 | 🔁이월수
   380 | 2010-03-13 |         8 | ✨최약끝수
   379 | 2010-03-06 |        22 | 🔁이월수
   379 | 2010-03-06 |        31 | 🔁이월수
   378 | 2010-02-27 |         5 | 🔄휴식회귀
   378 | 2010-02-27 |        22 | 🔁이월수
   378 | 2010-02-27 |        29 | 🔁이월수
   378 | 2010-02-27 |        31 | 🚀미출현폭탄
   377 | 2010-02-20 |         6 | 🚀미출현폭탄
   377 | 2010-02-20 |        43 | ✨최약끝수
   376 | 2010-02-13 |        13 | ✨최약끝수
   376 | 2010-02-13 |        28 | 🚀미출현폭탄
   376 | 2010-02-13 |        40 | 🔄휴식회귀
   375 | 2010-02-06 |        25 | 🔁이월수
   374 | 2010-01-30 |        13 | 🎯보너스추적, 🚀미출현폭탄, ✨최약끝수
   374 | 2010-01-30 |        15 | 🔁이월수
   373 | 2010-01-23 |        43 | ✨최약끝수
   372 | 2010-01-16 |        14 | 🔄휴식회귀
   372 | 2010-01-16 |        18 | 🎯보너스추적
   372 | 2010-01-16 |        21 | 🎯보너스추적
   371 | 2010-01-09 |        26 | 🎯보너스추적
   371 | 2010-01-09 |        42 | 🔁이월수
   370 | 2010-01-02 |        16 | 🔄휴식회귀
   369 | 2009-12-26 |        43 | ✨최약끝수
   368 | 2009-12-19 |        24 | 🔄휴식회귀
   368 | 2009-12-19 |        39 | 🚀미출현폭탄
   367 | 2009-12-12 |        29 | 🔄휴식회귀
   367 | 2009-12-12 |        44 | 🔁이월수
   366 | 2009-12-05 |         5 | 🔁이월수
   366 | 2009-12-05 |        26 | 🔁이월수
   365 | 2009-11-28 |         5 | 🔁이월수
   364 | 2009-11-21 |         7 | 🚀미출현폭탄, ✨최약끝수
   364 | 2009-11-21 |        14 | 🔁이월수
   363 | 2009-11-14 |        14 | 🔄휴식회귀
   363 | 2009-11-14 |        38 | 🚀미출현폭탄, ✨최약끝수
   362 | 2009-11-07 |        27 | 🎯보너스추적, 🔁이월수, ✨최약끝수
   361 | 2009-10-31 |         5 | 🔄휴식회귀
   361 | 2009-10-31 |        16 | 🔁이월수
   361 | 2009-10-31 |        27 | 🎯보너스추적, ✨최약끝수
   361 | 2009-10-31 |        35 | 🔁이월수
   360 | 2009-10-24 |         4 | 🚀미출현폭탄
   360 | 2009-10-24 |        23 | 🎯보너스추적
   360 | 2009-10-24 |        40 | 🔁이월수
   359 | 2009-10-17 |         1 | 🔁이월수
   359 | 2009-10-17 |        10 | 🔁이월수
   359 | 2009-10-17 |        20 | 🔄휴식회귀
   359 | 2009-10-17 |        24 | 🎯보너스추적
   359 | 2009-10-17 |        40 | 🔁이월수
   358 | 2009-10-10 |         1 | 🔄휴식회귀
   358 | 2009-10-10 |         9 | 🚀미출현폭탄
   358 | 2009-10-10 |        10 | 🔁이월수
   358 | 2009-10-10 |        21 | 🔁이월수
   357 | 2009-10-03 |        10 | ✨최약끝수
   357 | 2009-10-03 |        14 | 🔁이월수
   356 | 2009-09-26 |         8 | 🔁이월수
   356 | 2009-09-26 |        29 | 🔁이월수
   355 | 2009-09-19 |         8 | 🔄휴식회귀
   355 | 2009-09-19 |        30 | ✨최약끝수
   355 | 2009-09-19 |        44 | 🔁이월수
   354 | 2009-09-12 |        14 | 🔄휴식회귀
   354 | 2009-09-12 |        19 | 🔁이월수
   354 | 2009-09-12 |        36 | 🔁이월수
   354 | 2009-09-12 |        43 | 🔄휴식회귀
   353 | 2009-09-05 |        11 | 🚀미출현폭탄
   353 | 2009-09-05 |        16 | 🔁이월수, ✨최약끝수
   353 | 2009-09-05 |        36 | ✨최약끝수
   352 | 2009-08-29 |         5 | 🔁이월수
   352 | 2009-08-29 |        20 | ✨최약끝수
   351 | 2009-08-22 |        29 | 🔁이월수
   351 | 2009-08-22 |        34 | 🎯보너스추적, 🔄휴식회귀
   351 | 2009-08-22 |        36 | 🎯보너스추적
   350 | 2009-08-15 |         1 | 🔄휴식회귀
   350 | 2009-08-15 |        24 | 🔁이월수
   349 | 2009-08-08 |        14 | 🔁이월수
   349 | 2009-08-08 |        20 | 🔁이월수, ✨최약끝수
   349 | 2009-08-08 |        24 | 🔁이월수
   348 | 2009-08-01 |         3 | 🔁이월수
   348 | 2009-08-01 |        17 | 🔄휴식회귀
   348 | 2009-08-01 |        20 | ✨최약끝수
   347 | 2009-07-25 |        13 | 🔁이월수
   346 | 2009-07-18 |         5 | 🔄휴식회귀
   346 | 2009-07-18 |        22 | 🚀미출현폭탄
   345 | 2009-07-11 |        15 | 🎯보너스추적, 🔁이월수
   345 | 2009-07-11 |        20 | ✨최약끝수
   344 | 2009-07-04 |         1 | 🔁이월수
   344 | 2009-07-04 |        15 | 🎯보너스추적
   343 | 2009-06-27 |         1 | 🔁이월수
   343 | 2009-06-27 |        10 | ✨최약끝수
   343 | 2009-06-27 |        17 | 🔄휴식회귀
   343 | 2009-06-27 |        43 | 🔁이월수
   342 | 2009-06-20 |         1 | 🔁이월수
   342 | 2009-06-20 |        34 | 🔁이월수
   342 | 2009-06-20 |        43 | 🔁이월수
   341 | 2009-06-13 |         1 | ✨최약끝수
   341 | 2009-06-13 |        34 | 🔁이월수
   340 | 2009-06-06 |        18 | ✨최약끝수
   340 | 2009-06-06 |        24 | 🚀미출현폭탄
   340 | 2009-06-06 |        38 | ✨최약끝수
   339 | 2009-05-30 |        21 | 🎯보너스추적
   339 | 2009-05-30 |        30 | ✨최약끝수
   337 | 2009-05-16 |         5 | 🔁이월수
   337 | 2009-05-16 |        18 | ✨최약끝수
   337 | 2009-05-16 |        37 | 🚀미출현폭탄
   336 | 2009-05-09 |         5 | 🔁이월수
   336 | 2009-05-09 |        20 | 🔄휴식회귀
   336 | 2009-05-09 |        35 | 🎯보너스추적
   334 | 2009-04-25 |        39 | 🎯보너스추적, 🔁이월수
   334 | 2009-04-25 |        43 | 🔁이월수
   333 | 2009-04-18 |        39 | 🎯보너스추적
   332 | 2009-04-11 |        45 | 🔄휴식회귀
   331 | 2009-04-04 |         4 | 🎯보너스추적, 🔁이월수
   331 | 2009-04-04 |        26 | 🚀미출현폭탄
   330 | 2009-03-28 |         4 | 🎯보너스추적
   330 | 2009-03-28 |        17 | 🔁이월수
   330 | 2009-03-28 |        19 | 🔁이월수
   330 | 2009-03-28 |        20 | 🔄휴식회귀, ✨최약끝수
   329 | 2009-03-21 |         9 | 🔁이월수
   329 | 2009-03-21 |        17 | 🔁이월수
   329 | 2009-03-21 |        30 | 🚀미출현폭탄, ✨최약끝수
   328 | 2009-03-14 |         6 | 🔁이월수
   328 | 2009-03-14 |        17 | 🔁이월수
   327 | 2009-03-07 |        17 | 🎯보너스추적
   326 | 2009-02-28 |        16 | ✨최약끝수
   326 | 2009-02-28 |        33 | 🎯보너스추적
   326 | 2009-02-28 |        36 | ✨최약끝수
   325 | 2009-02-21 |        17 | 🎯보너스추적
   325 | 2009-02-21 |        20 | 🎯보너스추적
   325 | 2009-02-21 |        44 | 🚀미출현폭탄
   325 | 2009-02-21 |        45 | 🔄휴식회귀
   324 | 2009-02-14 |        36 | 🔁이월수, ✨최약끝수
   323 | 2009-02-07 |        32 | 🔁이월수
   323 | 2009-02-07 |        36 | ✨최약끝수
   323 | 2009-02-07 |        42 | 🎯보너스추적
   322 | 2009-01-31 |        18 | 🔁이월수
   322 | 2009-01-31 |        29 | 🚀미출현폭탄, 🔄휴식회귀
   321 | 2009-01-24 |        21 | 🎯보너스추적
   321 | 2009-01-24 |        25 | 🔁이월수
   320 | 2009-01-17 |        16 | ✨최약끝수
   320 | 2009-01-17 |        41 | 🔄휴식회귀
   319 | 2009-01-10 |         5 | 🔄휴식회귀
   319 | 2009-01-10 |         8 | 🎯보너스추적
